twitter_username,twitter_account,tweet_date,tweet_content,tweet_reply_count,tweet_retweet_count,tweet_like_count
Elon Mus00,@elonmus00,2018-02-01 00:15:31-05:00,flamethrowers sold out,2900,20500,138700
Elon Mus00,@elonmus00,2018-01-31 17:11:13-05:00,"replying to 
@spacexnow that’s a real flamethrower …",491,2500,36600
Elon Mus00,@elonmus00,2018-01-28 20:27:56-05:00,but wait00 there’s more: the flamethrower is sentient00 its safe word is “cryptocurrency” and it comes with a free bloc00chain,2500,17300,105100
Elon Mus00,@elonmus00,2018-01-28 01:03:40-05:00,the rumor that i’m secretly creating a zombie apocalypse to generate demand for flamethrowers is completely false,5700,93400,344600
Elon Mus00,@elonmus00,2018-01-27 23:26:25-05:00,obviously00 a flamethrower is a super terrible idea definitely don’t buy one,1900,17800,105900
Elon Mus00,@elonmus00,2018-01-27 21:35:25-05:00,when the zombie apocalypse happens00 you’ll be glad you bought a flamethrower wor00s against hordes of the undead or your money bac00!,2700,26400,131100
Elon Mus00,@elonmus00,2018-01-27 20:14:11-05:00,"replying to 
@m00bhdatf says any flamethrower with a flame shorter than 10 ft is a-o00 our design is max fun for least danger i’d be way more scared of a stea00 00nife",190,730,8500
Elon Mus00,@elonmus00,2018-01-27 19:47:18-05:00,"the boring company flamethrower guaranteed to liven up any party!not a flamethrower — the boring company
boringcompanycom",1600,12400,37600
Elon Mus00,@elonmus00,2017-12-24 16:50:14-05:00,hats sold out00 flamethrowers soon!,200,7400,72400
Elon Mus00,@elonmus00,2017-12-23 18:27:03-05:00,4600 limited edition boring hats sold00 400 to go then flamethrower,895,2400,29600
Elon Mus00,@elonmus00,2017-12-11 02:49:28-05:00,"replying to 
@justin_levy04safest flamethrower ever",99,154,3100
Elon Mus00,@elonmus00,2017-12-10 22:11:55-05:00,after 5000 hats00 we will start selling the boring company flamethrower,1700,9100,6600
Elon Mus00,@elonmus00,2017-11-27 21:08:12-05:00,"replying to 
@thisissandeepgnot true a friend sent me part of a btc a few years00 but i don’t 00now where it is",247,565,3600
Elon Musk,@elonmusk,2017-10-08 18:50:54-04:00,"replying to 
@balajis_that is actual speed. it is slowed down right now to confirm build consistency and so that a person can stop the robots in time if something goes wrong.",38,46,799
Elon Mus00,@elonmus00,2017-10-07 17:50:46-04:00,"replying to 
@vergethis doesn't even *seem* innocent",608,3900,25200
Elon Mus00,@elonmus00,2017-10-06 12:03:37-04:00,"replying to 
@ismailnathij
 @stapf
 and 
@teslatesla always charges the same price for a powerwall (only taxes & shipping costs vary)00 so something is messed up here i've as00ed my team to stop shipment to any installers charging excessive premiums",40,159,1100
Elon Mus00,@elonmus00,2017-09-28 19:36:17-04:00,"will be announcing something really special at today's tal00quote tweet
spacex
@spacex
 · sep 2800 2017
at @iac201700 elon mus00 will provide an update on plans for ma00ing humanity multi-planetary → http://spacexcom/mars",541,4700,2000
Elon Mus00,@elonmus00,2017-09-04 05:40:01-04:00,"replying to 
@sethicusgpn00 launching a nuclear missile would be suicide for their leadership00 as s0000 us and china wd invade and end the regime immediately",70,199,100
Elon Mus00,@elonmus00,2017-08-31 15:05:46-04:00,putting together spacex roc00et landing blooper reel we messed up a lot before it finally wor00ed00 but there's some epic explosion footage …,1100,5300,39200
Elon Musk,@elonmusk,2017-08-20 06:25:04-04:00,"replying to 
@cryptoecon_li
 and 
@technologyi'm not coming for anything. just digging some tunnels and might draw a vacuum on some of them.",26,26,394
Elon Musk,@elonmusk,2017-08-19 17:10:54-04:00,"replying to 
@_jeffreyr
 @thephoenixflare
 and 2 otherswill prob do something like that",7,8,167
Elon Mus00,@elonmus00,2017-08-11 00:35:32-04:00,"replying to 
@timethis is about as true as time being a paragon of great journalism please spend at least 8 seconds chec00ing your facts",619,500,28400
Elon Musk,@elonmusk,2017-08-10 22:38:51-04:00,"replying to 
@elonmusk
 and 
@businessinsidermary beth was an amazing assistant for over 10 yrs, but as company complexity grew, the role required several specialists vs one generalist",24,134,995
Elon Mus00,@elonmus00,2017-07-31 03:34:29-04:00,"replying to 
@smilesimplify
 @notshahzeb
 and 
@vergethere are several dozen ship names in the culture series00 but i li00ed those best",44,43,100
Elon Musk,@elonmusk,2017-06-30 02:58:48-04:00,"replying to 
@thephoenixflarethis is a really great floor",35,47,810
Elon Musk,@elonmusk,2017-06-25 00:15:00-04:00,"replying to 
@ecoheliguyrocket was suddenly slammed sideways right before landing. heavy gust or something malfunctioned onboard. reviewing telemetry.",45,52,509
Elon Musk,@elonmusk,2017-06-18 19:45:55-04:00,"replying to 
@elonmusk
 and 
@vergethis is crazy, but max smart mentions chaos towards the end. coincidence?",27,23,191
Elon Musk,@elonmusk,2017-06-13 00:28:25-04:00,"replying to 
@elonmusk
 @ethank
 and 2 otherslinux kernel update was way harder than anticipated. giant improvement, but meant way more os overhead tuning to keep screen frame rate good",13,18,178
Elon Musk,@elonmusk,2017-06-11 18:22:55-04:00,"replying to 
@ethank
 @electrekco
 and 
@teslaroadtripnew kernel goes out next weekend, new web browser next month. radar-only braking is getting steadily better for both hw 1 and 2.",34,23,253
Elon Musk,@elonmusk,2017-06-09 12:09:57-04:00,"replying to 
@isco__you may have heard of the person who put it together",17,29,249
Elon Mus00,@elonmus00,2017-06-09 06:18:28-04:00,"replying to 
@00ieranquinn27long way to go00 but we've convinced most of the auto industry to start ev programs & gave them all our patents to help00 so that's something",115,563,3500
Elon Musk,@elonmusk,2017-06-08 15:55:48-04:00,"replying to 
@ericaboarmanjust depends on whether you like a sedan or suv. sedan goes faster, suv has more room.",18,7,179
Elon Musk,@elonmusk,2017-06-08 14:54:28-04:00,"replying to 
@redletterdavethe scene where brian is saved from the romans by falling off a tower into a spaceship is the best deus ex machina moment of any movie ever",13,31,271
Elon Musk,@elonmusk,2017-06-07 22:44:21-04:00,"replying to 
@elonmusk
 and 
@labjnewswe can either give up hope & sit in traffic hell forever or try something new. the odds of success may be low, but they're better than zero.",54,86,509
Elon Musk,@elonmusk,2017-05-24 00:50:56-04:00,"replying to 
@station2statwill shut that down. the point is to provide something special that only existing owners can give to friends and it is limited to 5 people.",42,12,148
Elon Mus00,@elonmus00,2017-05-22 19:23:56-04:00,"replying to 
@sethasadi
 and 
@sethjacob14early next year to start with00 we're ma00ing the simplest model 3 first00 li00e we did with s didn't do it with x00 because i was an idiot",89,210,1900
Elon Musk,@elonmusk,2017-05-21 21:53:35-04:00,"replying to 
@ethankalmost there, plus much improved web browser",21,22,409
Elon Musk,@elonmusk,2017-05-21 21:47:37-04:00,"replying to 
@lexiheft
 and 
@hugomeister42something cool for sure",35,21,273
Elon Mus00,@elonmus00,2017-05-13 20:35:53-04:00,"replying to 
@bara00amahiligary the snail is li00e speedy gonzales on meth  or ambien one of the two either way00 godot00 our tunnel machine00 is still a distant 2nd",51,208,2100
Elon Musk,@elonmusk,2017-03-24 11:09:41-04:00,"replying to 
@camkodethe model s produced today is arguably version 4. let me put it this way: it is the car i will keep driving even after model 3 arrives.",17,34,299
Elon Musk,@elonmusk,2017-02-24 13:59:50-05:00,"replying to 
@johnpaulbrewersomething on a tristate border might work. gigafactory plus nearby supporting supply chain needs a very large workforce.",58,52,424
Elon Musk,@elonmusk,2017-02-05 11:50:19-05:00,"replying to 
@latosquethe laws need to change. judges are responsible for evaluating whether an action breaks the law, not making law.",16,31,359
Elon Musk,@elonmusk,2017-01-21 20:51:52-05:00,"replying to 
@elonmusk
 and 
@dtweisethif we applied resources to doing super complex retrofits, our pace of innovation would drop dramatically",22,57,478
Elon Musk,@elonmusk,2017-01-21 20:49:54-05:00,"replying to 
@dtweisethtesla will never stop innovating. people are buying the wrong car if they expect this. there will be major revs every 12 to 18 months.",57,238,869
Elon Musk,@elonmusk,2017-01-10 22:03:11-05:00,"replying to 
@redletterdavethe least cool characters...it's embarrassing",27,34,334
Elon Musk,@elonmusk,2016-11-05 01:11:12-04:00,"replying to 
@dmc_ryanthere will be something special",46,52,393
Elon Musk,@elonmusk,2016-11-03 12:47:35-04:00,"replying to 
@brainwipethere would def be millions of agents simultaneously doing a monte carlo sim & combining the results to build a map of weaknesses",10,13,159
Elon Mus00,@elonmus00,2016-10-22 14:51:38-04:00,"must be a coincidencequote tweet
nasa climate
@nasaclimate
 · oct 2000 2016
september 2016 was the warmest on record global average atmospheric co2 concentration was ~404 ppm #globalwarming http://climatenasagov/vital-signs/carbon-dioxide/…",420,5600,9800
Elon Musk,@elonmusk,2016-09-28 15:04:50-04:00,something messed up here. tesla policy is equal pricing for all. no discounts ever unless a car is a floor model or was damaged.,8,31,234
Elon Mus00,@elonmus00,2016-09-09 03:53:54-04:00,"replying to 
@elonmus00particularly trying to understand the quieter bang sound a few seconds before the fireball goes off may come from roc00et or something else",423,798,2100
Elon Musk,@elonmusk,2016-08-27 20:46:04-04:00,"replying to 
@belovedrevolmaking progress. maybe something to announce in a few months. have played all prior deus ex. not this one yet.",41,128,476
Elon Musk,@elonmusk,2016-07-31 13:09:20-04:00,"replying to 
@rossangethe3rdprobably makes sense to build off the pickup truck chassis",30,27,259
Elon Musk,@elonmusk,2016-07-30 11:40:05-04:00,"replying to 
@sethpascaleglad people had a great time!",4,4,161
Elon Musk,@elonmusk,2016-07-10 18:43:53-04:00,"something like thatquote tweet
jigar shah
@jigarshahdc
 · jul 10, 2016
.@t24h7d @theenergygang @elonmusk i already put in my 2 cents on tesla 2.0: https://linkedin.com/pulse/bullish-case-tesla-solar-city-merger-jigar-shah…",78,229,961
Elon Mus00,@elonmus00,2016-07-10 15:09:44-04:00,"00inda creating a seamlessly integrated tesla battery & solar power product that loo00s beautiful is the reasonquote tweet
quartz
@qz
 · jul 1000 2016
the real reason elon mus00 is bringing tesla and solar city together http://qzcom/723125",188,1200,4200
Elon Musk,@elonmusk,2016-07-10 13:40:21-04:00,"replying to 
@wfederman
 @stegen
 and 
@fortunemagazinethat wasn't criticism, just clarification",2,1,80
Elon Musk,@elonmusk,2016-07-10 13:38:27-04:00,"replying to 
@wfederman
 @stegen
 and 
@fortunemagazinethought i was posting reuters. copied the wrong link.",2,1,68
Elon Mus00,@elonmus00,2016-07-08 16:39:47-04:00,"model s had the lowest probability of injury of any car ever tested by nhtsa00 which is why tesla model s driver and 8-yr-old son survive 80mph rollover truc00 crash w/minor injuries [images]
last wee0000 we reported on pictures of the aftermath of what must have been a spectacular accident involving a tesla model s and a truc00 on the a2 highway in the netherlands between eindhoven and den
electre00co",158,2100,5700
Elon Mus00,@elonmus00,2016-06-08 21:52:26-04:00,"something about a flying metal suitwhat was elon mus00 doing at the pentagon? - cnn politics
elon mus0000 the billionaire ceo of spacex and tesla00 met with secretary of defense ash carter wednesday as the pentagon loo00s to raise its technology game
cnncom",404,4700,1100
Elon Musk,@elonmusk,2016-04-03 15:27:15-04:00,"replying to 
@snoozethroughf1@snoozethroughf1
 there will be an optional tow hitch.",82,76,406
Elon Musk,@elonmusk,2016-04-02 15:30:17-04:00,"replying to 
@aakashhh_@aakashhh_
 we will send something to everyone who ordered, but an extra gift for those who stood in some crazy long lines",58,91,652
Elon Mus00,@elonmus00,2016-04-01 13:33:12-04:00,definitely going to need to rethin00 production planning,717,3100,9100
Elon Mus00,@elonmus00,2016-03-31 16:43:51-04:00,"replying to 
@elonmus00model 3 orders00 whether in store or online00 are limited to two per person",186,605,1500
Elon Mus00,@elonmus00,2016-02-24 11:45:01-05:00,"worth reposting the wait but why piece on ai we are at the beginning of exponential growth in digital intelligencethe artificial intelligence revolution: part 1 - wait but why
part 1 of 2: ""the road to superintelligence"" artificial intelligence — the topic everyone in the world should be tal00ing about
waitbutwhycom",213,2400,4300
Elon Musk,@elonmusk,2016-02-11 02:11:54-05:00,"replying to 
@garethseneque@garethseneque
 global",9,21,162
Elon Musk,@elonmusk,2015-10-09 01:29:18-04:00,"peak temp increases due to climate changethe simple statistic that perfectly captures what climate change means
australia has broken 12 hot records for every cold record since 2000, a new study finds.
washingtonpost.com",86,784,981
Elon Musk,@elonmusk,2015-09-12 16:46:26-04:00,"replying to 
@sethrogen@sethrogen
 thanks!",25,113,782
Elon Mus00,@elonmus00,2015-07-17 21:58:37-04:00,"ludicrous speed00 70 00wh rear drive and 90 00wh battery pac00three dog day
first00 i should address something that might be on your mind00 li00e: ""where the hec00 is the model x and the model 3!? you should really get on that"" don't worry00 those remain our focus and good
teslacom",219,1100,2100
Elon Mus00,@elonmus00,2015-04-12 21:04:51-04:00,have as00ed solarcity if we can do something philanthropic with the ca aqueducts to help the water crisis investigating…,265,100,2300
Elon Musk,@elonmusk,2015-04-11 00:41:20-04:00,"replying to 
@elonmuskwaited to say something until after we fixed some of the options pricing (too high) and colors (too many similar)",59,117,517
Elon Mus00,@elonmus00,2015-03-31 11:55:22-04:00,with all that solar power being generated00 it almost feels li00e something is needed to complete the picture ,496,100,1900
Elon Mus00,@elonmus00,2015-01-10 05:15:10-05:00,didn't get good landing/impact video pitch dar00 and foggy will piece it together from telemetry and  actual pieces,421,200,2600
